"AvgShippingError","Recency","Tenure","IsConsumer","PctShippingModeFirst Class","PctShippingModeSame Day","PctShippingModeSecond Class","PctShippingModeStandard Class","TotalNumberOfOrders","AverageDiscount","AverageOrderSales","AverageOrderQuantity","AverageOrderProfit"
1,352.417361111111,966.672916666667,1,0.5,0,0.5,0,16,0.0643747947417069,82.73812699125,1.1875,9.835000098125
1,171.565972222222,171.565972222222,1,1,0,0,0,5,0.116352453396176,295.98000488,3.4,14.01799925
0,785.588888888889,785.588888888889,1,0,0,0,1,1,0.120048020312567,99.95999908,2,-2.549999952
1,250.35,1042.42083333333,1,0.181818181818182,0,0,0.818181818181818,33,0.0716932235824501,48.1724244306061,0.696969696969697,4.65121215063636
0,268.231944444444,1073.89305555556,0,0,0,0,1,80,0.0965796511879903,44.1695008765,0.4375,9.4479999435
1,901.275694444444,901.275694444444,0,1,0,0,0,3,0.19754710686812,189.9800059,2,52.32999929
1.5,156.515972222222,645.086111111111,0,0.5,0,0.5,0,16,0.122874871983172,84.995002275,0.875,25.46812486625
1,129.277083333333,715.111111111111,0,0.166666666666667,0,0.416666666666667,0.416666666666667,36,0.137052693359672,74.0469454655556,0.75,4.39249975083333
-2,157.917361111111,157.917361111111,1,0,0,0,1,2,0.156555769875949,114.97500229,1.5,8.75999975
1.42857142857143,456.965972222222,644.458333333333,1,0,0,0.285714285714286,0.714285714285714,21,0.136484444521578,68.083810352381,0.904761904761905,-0.120476358095238
1.42857142857143,209.885416666667,289.238194444444,1,0,0,0.571428571428571,0.428571428571429,14,0.0794883755866394,97.84000206,1.28571428571429,-79.3971426757143
0.666666666666667,494.992361111111,690.499305555556,1,0,0,0,1,9,0.141845647960015,42.2133339733333,0.555555555555556,5.79777759988889
2,925.624305555556,925.624305555556,0,0,0,0,1,3,0.108763073184406,133.286664326667,3.33333333333333,39.6066656103333
2,1058.53680555556,1058.53680555556,0,0,0,0,1,3,0.0339196799323946,153.3033371,3,59.8933321666667
0,589.673611111111,589.673611111111,1,0,1,0,0,3,0.0795738632187244,153.316672026667,1.33333333333333,39.8400001533333
1,148.910416666667,506.758333333333,0,0.6,0,0,0.4,15,0.0881422551622667,57.324001056,0.733333333333333,18.3313334308667
-1,631.232638888889,631.232638888889,1,0,0,0,1,3,0.0811165172836385,299.9800059,1.33333333333333,-20.5600001
0.75,490.598611111111,1119.18958333333,0,0,0,0.625,0.375,16,0.124614347218278,103.1131279475,1,6.19437432125
0.166666666666667,626.693055555556,966.439583333333,1,0,0,0,1,12,0.172997124526851,62.660001445,0.916666666666667,15.3174997845
1,236.015277777778,679.142361111111,0,1,0,0,0,16,0.0598820641979195,102.49312686875,1.1875,21.580000163125
1,989.182638888889,994.423611111111,0,0.444444444444444,0,0.555555555555556,0,18,0.143677474829207,74.8822239777778,1,18.3255554844444
1,264.145138888889,264.145138888889,1,0,0,0,1,5,0.188470705494568,233.978007512,1.8,48.303999144
1,700.163194444444,700.163194444444,0,1,0,0,0,2,0.140005088294018,274.9900055,3,76.49000168
2.25,159.1,980.730555555556,0,0.5,0,0.375,0.125,24,0.0852055107069427,51.2437510475,0.708333333333333,-17.0925006854167
-0.333333333333333,198.572222222222,1081.22152777778,1,0,0,0,1,36,0.0617702762900178,70.8269456244445,0.527777777777778,-16.5249995215556
1.625,559.879166666667,1122.27013888889,1,0,0,0,1,16,0.120834243215065,119.9887514125,1.625,32.948125246875
0.333333333333333,299.690277777778,881.232638888889,0,0.111111111111111,0.111111111111111,0.555555555555556,0.222222222222222,36,0.122480358003416,44.8008347102778,0.444444444444444,12.5733331313889
-2,527.384722222222,527.384722222222,0,0,0,0,1,2,0.0445218719050957,154.98000335,2,43.480000495
0,736.686805555556,736.686805555556,1,0,0,0,1,5,0.0952037799843292,183.18600388,2.2,27.033999634
-2,225.942361111111,225.942361111111,0,0,0,0,1,1,0.100025005251063,119.9700012,3,35.09000015
-1,450.586805555556,450.586805555556,0,0,0,0,1,2,0.090747040467288,215.985005385,1,-34.8100018515
0.7,415.552083333333,860.722916666667,1,0.1,0,0.5,0.4,30,0.118901967541368,51.6560005193333,0.7,-0.544333601233335
2,855.000694444444,855.000694444444,1,0,0,1,0,3,0.116462884279913,206.646667466667,3.33333333333333,72.0333340966667
0.6,400.4875,871.233333333333,1,0,0,0.2,0.8,40,0.0991760358727911,48.2425006895,0.6,8.23925004
0.5,407.450694444444,920.631944444444,0,0,0,0,1,12,0.145241753470169,69.9925003,0.75,14.3933335545833
0.571428571428571,913.202083333333,1102.06666666667,0,0.571428571428571,0,0,0.428571428571429,14,0.079000005058567,99.6292879957143,0.785714285714286,16.8035712522143
0.555555555555556,207.213888888889,699.535416666667,0,0,0.555555555555556,0,0.444444444444444,18,0.105860951124312,94.9883355055556,0.888888888888889,17.0861112012222
0.928571428571428,305.572916666667,1053.99652777778,1,0.357142857142857,0,0.214285714285714,0.428571428571429,56,0.101157861312849,50.3544653492857,0.607142857142857,7.44107139210714
1,540.040972222222,540.040972222222,1,0,0,0,1,5,0.11236839680459,253.98600464,3.2,66.61800156
1.5,486.190277777778,817.615972222222,0,0,0,0.5,0.5,8,0.149363151647277,77.2362518325,1,-15.392500815125
-1.42857142857143,899.115277777778,1035.80763888889,0,0,0,0,1,14,0.0808851748495875,89.2800023242857,0.5,-6.65857182214286
0.333333333333333,223.606944444444,435.813888888889,0,0,0,0.666666666666667,0.333333333333333,12,0.113540858170051,99.1566692983333,0.75,-31.0066664999167
1.25,688.660416666667,1076.22916666667,0,0,0,0.3125,0.6875,64,0.0852447508183705,44.135782300625,0.5,12.0879688543281
0,132.940972222222,1052.72638888889,0,0.142857142857143,0,0,0.857142857142857,21,0.0661052178154991,78.0861925428571,0.666666666666667,25.1238094485714
1.25,247.970833333333,572.2,0,0,0,0.5,0.5,24,0.101380651634173,87.9112517083333,0.625,-0.401666802916664
1.3,284.946527777778,529.764583333333,1,0.5,0,0.4,0.1,30,0.0888380225881609,77.3280014033333,1.03333333333333,-21.1196667036333
1.83333333333333,157.669444444444,1033.50138888889,1,0.166666666666667,0,0.166666666666667,0.666666666666667,18,0.120087755257968,71.6605576444445,0.611111111111111,18.2438891755556
1.41666666666667,324.2,1030.05625,1,0.416666666666667,0,0.166666666666667,0.416666666666667,36,0.0682972055043296,70.6877791088889,0.722222222222222,1.7691667625
2,365.292361111111,365.292361111111,0,0,0,0,1,1,0.16000799599958,399.980011,1,121.9599991
1,963.520138888889,963.520138888889,0,0,0,0,1,5,0.108714774296733,215.978003688,2,56.4240014
0,680.266666666667,1098.27152777778,1,0,0,0,1,10,0.11385140563634,129.9940033,0.9,-33.962000655
1,381.91875,381.91875,0,1,0,0,0,2,0.142129820160531,164.9900055,1,24.46500063
1.75,210.498611111111,939.346527777778,1,0,0,0.5,0.5,12,0.055346217756995,71.6550013166667,1.08333333333333,19.55250009
-0.769230769230769,309.295833333333,1101.40972222222,0,0,0,0.307692307692308,0.692307692307692,52,0.0967922679104417,54.2259623446154,0.769230769230769,5.11980768236539
2,249.605555555556,540.099305555556,0,0,0,0,1,10,0.0468819582913051,127.981002046,1.4,-12.5339987762
1.88888888888889,244.627777777778,1016.55347222222,1,0.333333333333333,0,0.555555555555556,0.111111111111111,45,0.07325813286512,47.439556462,0.533333333333333,8.311999746
0.8,188.835416666667,780.114583333333,1,0,0,0.4,0.6,10,0.0672595619864088,102.88500061,1.1,36.172999954
-1,913.260416666667,913.260416666667,0,0,0,0,1,4,0.0822802050044687,357.467510225,3,18.675002585
-1,240.744444444444,240.744444444444,1,0,0,0,1,4,0.0970442228746859,269.980007175,1.5,67.464999925
-1,372.707638888889,372.707638888889,1,0,0,0,1,1,0.150024999915944,119.9800034,2,47.93000031
0,1097.425,1097.425,1,0,0,1,0,2,0.214,125,2.5,-90.880002975
0.333333333333333,741.138888888889,1077.73263888889,1,0.166666666666667,0,0.333333333333333,0.5,60,0.0966127471666375,38.330000752,0.4,6.58216667301667
0.2,479.314583333333,576.944444444444,1,0.2,0,0.8,0,10,0.132593833984659,65.991002274,0.9,15.207000356
2,1119.11666666667,1119.11666666667,0,0,0,0,1,4,0.0569737492758984,152.482504845,1.5,66.6075005575
1.5,727.913194444444,735.34375,1,0.75,0,0.25,0,8,0.132071833465336,84.35750199,1.125,7.73749983375
2,251.313194444444,251.313194444444,0,0,0,1,0,5,0.10333231547451,137.98200378,1.8,20.735999847
0.8,151.742361111111,661.070833333333,1,0,0,0,1,10,0.0626164819785301,87.996001436,1,7.1810002323
0,346.577777777778,990.161111111111,1,0,0,0,1,4,0.0407817797871562,81.22499845,2.5,17.53249979
2.36363636363636,361.949305555556,963.286805555556,0,0,0,0.272727272727273,0.727272727272727,44,0.114758288736362,49.768637225,0.659090909090909,4.84590909711364
1,699.302083333333,699.302083333333,0,0,0,0,1,1,0.0300023073312356,129.9900055,1,18.90999985
-1,1025.95416666667,1025.95416666667,1,0,0,0,1,1,0.100000001520608,249.8999939,5,56.22999954
1,302.463888888889,399.845138888889,0,0.5,0,0,0.5,16,0.146436255533575,132.98875213,1.3125,43.53687512625
0.25,124.050694444444,311.236805555556,0,0.25,0,0.75,0,8,0.0669273658206397,97.49375201,1,36.83249998
0,884.663194444444,884.663194444444,1,0,0,1,0,3,0.0580738813142148,103.31666946,1.66666666666667,3.78333346
2,1077.58680555556,1077.58680555556,0,0,0,0,1,4,0.117094934746098,162.47500419,1.5,39.835000744
0,204.498611111111,1097.35208333333,1,0,0,0.25,0.75,12,0.141800619273645,62.9875013058333,0.833333333333333,11.8208330475
1.8,582.111805555556,1038.1,0,0,0,0.2,0.8,10,0.104057527649215,83.992000958,0.8,-2.622999954
0.142857142857143,815.922916666667,1122.53263888889,1,0,0,0.285714285714286,0.714285714285714,21,0.106968613237449,50.9495250171429,0.523809523809524,20.1014282609524
1,920.777777777778,1078.68125,1,0,0,0,1,12,0.138953429468016,110.822502773333,0.833333333333333,-6.70750026175
-2,367.686111111111,367.686111111111,0,0,0,0,1,2,0.011253868241434,159.9449997,3.5,-167.844997636
2,474.293055555556,474.293055555556,0,0,0,1,0,5,0.169728183073849,211.9860077,1,58.207999032
0.615384615384615,447.68125,1007.37152777778,1,0.230769230769231,0,0.461538461538462,0.307692307692308,65,0.0897649271071648,44.4580010649231,0.307692307692308,-8.06892305044616
1.125,239.182638888889,460.38125,1,0,0,1,0,16,0.126408484099046,121.8618764875,1.375,11.80812586125
1.13333333333333,223.548611111111,861.321527777778,1,0.333333333333333,0,0.0666666666666667,0.6,75,0.0644733927606495,32.608800456,0.426666666666667,9.54106667950667
0,217.402777777778,888.838194444444,0,0,0,0.2,0.8,15,0.102123928418575,64.6600016266667,0.666666666666667,13.059999974
1,796.989583333333,796.989583333333,0,0,0,1,0,1,0.0500200092241779,249.8999939,5,116.3300018
0.888888888888889,234.730555555556,907.14375,1,0,0,0.111111111111111,0.888888888888889,27,0.0634314046700784,74.4344459814815,0.740740740740741,7.24296285881482
0.3,705.841666666667,952.075694444444,0,0.3,0,0.4,0.3,30,0.0919439119643123,66.3266680386667,0.9,9.31466667653333
2.08333333333333,440.777083333333,1022.88888888889,0,0.0833333333333333,0,0.416666666666667,0.5,48,0.101889620302641,47.4962511866667,0.458333333333333,15.6629167505208
-1.14285714285714,355.497222222222,597.307638888889,1,0,0,0.428571428571429,0.571428571428571,14,0.187510812899973,111.422145847143,0.5,17.2142855438571
0.5,424.36875,868.635416666667,1,0,0,0,1,12,0.116393944102176,122.479167941667,1.66666666666667,31.5366670691667
1,134.955555555556,134.955555555556,0,0,0,0,1,5,0.0897178270303889,213.982003036,1.6,25.723999598
-0.333333333333333,386.809027777778,923.172222222222,0,0.333333333333333,0,0,0.666666666666667,48,0.120340180904628,52.9125014958333,0.458333333333333,9.92374982552083
0,970.541666666667,970.541666666667,1,0,0,0,1,5,0.0466729726676563,221.97000428,2,-125.427996058
1,1022.42152777778,1022.42152777778,1,0,0,0,1,1,0,399.980011,1,119.9899979
0,259.298611111111,259.298611111111,0,0,0,1,0,3,0.194041180105151,175.650000246667,2.33333333333333,-8.00333325033333
0,799.631944444444,799.631944444444,0,0,0,1,0,5,0.0706124117227388,145.98000182,2.6,14.412001038
1,137.611805555556,1000.40833333333,0,0,0,0.25,0.75,24,0.0767435711804808,53.745000439625,0.666666666666667,11.1425000702917
1,963.388888888889,963.388888888889,0,1,0,0,0,1,0.120012003780636,199.9799957,2,31.68000031
0,844.417361111111,844.417361111111,0,0,0,0,1,2,0.136444160938046,174.98000527,1,45.3399992
-2,943.638194444444,943.638194444444,0,0,0,0,1,5,0.160558954820607,217.976005552,2.4,32.379999924
1,1037.16527777778,1037.16527777778,1,0,0,0,1,1,0.0549819932188482,249.8999939,5,26.69000053
-2,938.89375,938.89375,1,0,0,0,1,5,0.0810036690745275,168.979999548,2,19.1419996246
2,704.907638888889,1084.15555555556,1,0,0,0,1,12,0.108624016570452,72.07583459,1,20.0000000008333
-2,759.853472222222,759.853472222222,0,0,0,0,1,2,0.109400567236177,164.9900055,1,33.064999105
0.5,146.575,486.234027777778,1,0.125,0.375,0,0.5,24,0.0522871723907572,86.6608346333333,0.791666666666667,-58.77291583875
1,427.405555555556,427.405555555556,0,1,0,0,0,2,0.170008495749554,299.98500825,1,101.695003515
-1,328.330555555556,852.095833333333,0,0,0,0,1,14,0.114351275955825,70.3471442614286,1.07142857142857,3.24357127871429
1,668.398611111111,668.398611111111,1,1,0,0,0,2,0.0504686349658523,214.98500825,1,23.175003075
1.71428571428571,595.205555555556,1035.15069444444,0,0,0,0.285714285714286,0.714285714285714,14,0.074493473659621,134.987858364286,1.42857142857143,11.185000015
-0.392857142857143,219.592361111111,1123.39375,1,0.285714285714286,0,0.178571428571429,0.535714285714286,196,0.115280119446593,26.2722963508673,0.321428571428571,1.5782653350102
-1.66666666666667,174.850694444444,722.760416666667,0,0,0,0,1,36,0.0741434993560927,53.0502794077778,0.416666666666667,3.5500000045
1.07142857142857,206.877777777778,917.45,0,0.928571428571429,0,0,0.0714285714285714,56,0.100964279909743,61.3335728657143,0.553571428571429,1.9335715425
3,574.272916666667,574.272916666667,0,0,0,1,0,4,0.0611212969361958,179.970003115,3,44.48499941775
1,188.338888888889,288.58125,1,0.666666666666667,0,0.333333333333333,0,12,0.0865451166487019,151.655003866667,1.41666666666667,35.6491667416667
0.5,270.188194444444,1054.85763888889,0,0,0,0.4375,0.5625,64,0.114244406006381,48.742812933125,0.59375,9.75609374778125
0.222222222222222,253.429861111111,928.310416666667,0,0,0,0.555555555555556,0.444444444444444,27,0.101850633381338,42.2877787822222,0.666666666666667,-16.5040741664074
0.3,370.883333333333,1065.28055555556,1,0.4,0,0.3,0.3,40,0.09520532192365,50.4935007095,0.725,6.634249877
-1,431.463888888889,431.463888888889,1,0,0,0,1,1,0.18,250,5,64.16999817
4,442.952083333333,442.952083333333,0,0,0,1,0,5,0.0544859616801575,194.986004644,2,49.502000036
-2,307.909027777778,307.909027777778,1,0,0,0,1,1,0.250012493749344,199.9900055,1,-42.45000076
1,428.15,428.15,0,0,0,0,1,3,0.163349662092255,299.9700114,2.33333333333333,81.01333299
-0.384615384615385,287.880555555556,678.091666666667,0,0,0,0,1,39,0.0997320228281778,65.7351298235897,0.794871794871795,14.4571795711282
-0.6,136.677777777778,970.103472222222,0,0.2,0,0,0.8,15,0.0620005380968591,66.6553354866667,1.06666666666667,15.5446662933333
-0.538461538461539,203.111805555556,283.807638888889,0,0.230769230769231,0,0,0.769230769230769,39,0.0933198965432551,67.6828210328205,0.846153846153846,1.67051339664103
-0.5,164.034027777778,757.488194444444,1,0,0,0,1,12,0.117136047927373,70.9858330125,1.41666666666667,13.7850000061667
0.333333333333333,741.620833333333,854.125,0,0,0,0,1,12,0.132255842105237,111.318335216667,1,22.5933337216667
-0.666666666666667,367.438194444444,830.85625,0,0,0,0,1,12,0.11810306840743,83.3100001,1.66666666666667,19.7641665344167
-0.8,123.525,782.172916666667,1,0.1,0,0,0.9,30,0.107019101096671,60.7960010533333,0.566666666666667,4.00166665793333
2,858.620833333333,858.620833333333,0,0,0,0,1,1,0.170008495749554,399.980011,1,-531.1699829
-1.14285714285714,450.820138888889,581.177777777778,0,0.285714285714286,0,0,0.714285714285714,14,0.0973086223754985,97.4807161571429,1.35714285714286,12.3742853715
1,159.800694444444,159.800694444444,1,0,0,1,0,4,0.0738847282132405,224.9449959,3.5,30.32249975025
0,298.099305555556,298.099305555556,1,0,0,0,1,1,0.2,50,1,2.480000019
1,142.838194444444,142.838194444444,0,0,0,0,1,1,0.0300075018026356,79.98000336,2,17.0699997
1,820.375,820.375,0,1,0,0,0,5,0.140180377777739,225.966004188,2,54.0699976012
2,559.470833333333,559.470833333333,1,0,0,1,0,1,0.0200050007099675,79.98000336,2,-14.34000015
0.363636363636364,314.375694444444,893.932638888889,0,0.363636363636364,0,0.363636363636364,0.272727272727273,33,0.0980181062931953,79.3854562030303,0.666666666666667,4.3045456339394
-1.55555555555556,358.854861111111,747.95625,1,0.111111111111111,0,0,0.888888888888889,36,0.0874514579564676,52.2194456538889,0.361111111111111,12.6602776569444
0,511.473611111111,1114.18263888889,0,0,0.2,0.2,0.6,60,0.0764572020724445,46.727666982,0.666666666666667,4.24283335983333
-0.142857142857143,534.0125,896.297916666667,0,0,0,0,1,14,0.0821339574027636,100.350002291429,0.857142857142857,-0.232143675285714
0.4,223.008333333333,996.584027777778,1,0,0,0,1,30,0.127403613764642,58.9910010026667,0.8,5.20433336923333
1,471.417361111111,1124.31388888889,0,0.454545454545455,0.0909090909090909,0,0.454545454545455,33,0.0807408998248985,48.2951514442424,0.96969696969697,-1.31090950181818
-0.2,513.546527777778,751.445138888889,0,0,0,0,1,10,0.119788976308772,61.984000772,1,7.653000068
-0.666666666666667,165.770833333333,725.694444444444,1,0,0,0,1,6,0.0818963174236618,61.6633342116667,0.833333333333333,16.7099999575
-0.428571428571428,469.884722222222,984.277777777778,0,0.285714285714286,0,0,0.714285714285714,14,0.151300757079078,115.701431271429,1.28571428571429,21.5971432435714
1.57142857142857,368.138888888889,587.20625,0,0,0.428571428571429,0,0.571428571428571,14,0.100399848837782,66.9892866942857,1,2.8528571815
2,1028.56736111111,1028.56736111111,0,0,0,1,0,5,0.052928782292357,112.98200302,1.6,7.936000064
1,304.229861111111,304.229861111111,0,1,0,0,0,3,0.0600059984471295,266.640009566667,2.33333333333333,45.3333346066667
1,364.211805555556,364.211805555556,0,0,0,0,1,5,0.0933757616551935,153.980005656,2,36.451999856
1,468.55625,468.55625,1,1,0,0,0,2,0.0320012793471457,249.9900055,1.5,44.000000955
0.444444444444444,339.848611111111,805.981944444444,1,0.444444444444444,0,0.555555555555556,0,18,0.094939284693251,74.9894466377778,0.722222222222222,12.4111112757222
0.65,180.967361111111,775.70625,1,0.15,0.2,0.3,0.35,140,0.0801273604241273,25.7759288788571,0.378571428571429,7.65557147786429
-1,506.145138888889,736.890972222222,0,0,0,0,1,44,0.0878371922556842,42.9513646927273,0.340909090909091,6.86318174297727
2,373.320833333333,373.320833333333,0,0,0,0,1,5,0.0862591351202903,188.780005648,2.2,16.425999688
2.25,642.969444444444,938.514583333333,0,0.375,0,0.5,0.125,24,0.0732210649788661,62.9941670929167,0.666666666666667,12.2166669375833
-0.357142857142857,700.367361111111,1110.78194444444,0,0,0,0.571428571428571,0.428571428571429,56,0.100742183396775,49.7805370610714,0.589285714285714,-12.1553571123393
-0.5,491.022222222222,1097.6875,1,0,0,0,1,4,0.0644923531514265,94.97249985,1.5,-8.10249996
2.85714285714286,304.886805555556,756.145138888889,0,0,0,1,0,14,0.123906592756593,104.277860371429,1,23.934999671
4,174.938194444444,174.938194444444,1,0,0,1,0,3,0.0826688699573888,249.993337,2.66666666666667,-174.323323566667
1.3,138.619444444444,816.536111111111,1,0.2,0,0.4,0.4,40,0.0664698970991832,61.494001866,0.525,16.884000004375
1.3,225.986805555556,1123.14583333333,1,0,0.4,0,0.6,30,0.0665247831965844,96.3250030533333,0.733333333333333,3.98399988766667
-1.14285714285714,555.19375,1058.84305555556,1,0.285714285714286,0,0,0.714285714285714,14,0.0707613265147498,94.2807162171429,1,7.13785679078571
1.66666666666667,155.245833333333,373.4375,0,0,0,0.666666666666667,0.333333333333333,27,0.0979173732932301,76.2925939214815,0.925925925925926,23.7022222611111
1,171.625,784.931944444444,0,0.428571428571429,0,0.571428571428571,0,56,0.107217677677322,65.8873226328571,0.428571428571429,14.7137498952679
1,431.390277777778,431.390277777778,1,0,1,0,0,5,0.100986991507587,152.990001676,2.4,52.694000814
-1,445.039583333333,445.039583333333,0,0,0,0,1,5,0.0688138697487285,301.97400818,2.2,4.675999456
0,771.70625,771.70625,1,0,1,0,0,3,0.05170652703725,156.653338133333,1.33333333333333,50.0466667766667
1,296.478472222222,736.059027777778,0,0.470588235294118,0.294117647058824,0,0.235294117647059,68,0.117620291741633,48.4785300702941,0.794117647058823,6.26705874892647
-2,792.916666666667,792.916666666667,0,0,0,0,1,2,0.113037149853298,164.9900055,1,36.40999985
-1,511.459027777778,511.459027777778,1,0,0,0,1,3,0.138035000537252,90.6533368466667,1.33333333333333,18.3366661066667
-1.28571428571429,254.188888888889,864.372916666667,0,0,0,0.357142857142857,0.642857142857143,42,0.126336662114884,63.6357152128571,0.761904761904762,6.48428562571429
0.6,170.617361111111,914.763888888889,0,0,0,0.1,0.9,40,0.106947491355261,70.244751932,0.425,9.39149980615
0.666666666666667,527.209722222222,853.8625,1,0.666666666666667,0.333333333333333,0,0,12,0.0730476218032306,106.654167813333,1.08333333333333,20.3783334888333
0.285714285714286,852.125,1023.76458333333,0,0,0,0,1,14,0.151152156013582,124.982859478571,1.5,4.28928567785714
0.727272727272727,892.239583333333,1076.08263888889,1,0,0,0.454545454545455,0.545454545454545,33,0.09416294492009,77.9918196727273,0.787878787878788,15.2618178976364
1,814.434027777778,814.434027777778,1,1,0,0,0,5,0.0766647198188147,239.980006416,1.4,31.75400053
-1.21428571428571,381.641666666667,1090.63680555556,1,0,0.285714285714286,0,0.714285714285714,56,0.0854705654916151,47.5832153032143,0.535714285714286,4.11142860196429
3,507.809722222222,904.093055555556,0,0,0,1,0,6,0.135731247713146,93.32166926,1,-36.6133335426667
-0.5,142.079166666667,1040.15833333333,1,0.5,0,0,0.5,16,0.143271100657768,97.490002155,1.0625,21.8818745630625
0.75,742.905555555556,894.589583333333,0,0,0,1,0,8,0.0987738895504099,91.243749625,1.125,17.97625016875
